"show_id","type_lower","title_lower","director_lower","cast_lower","country_lower","date_added_new","release_year","rating_lower","duration","listed_in_lower","description_lower","duration_min_filter"
80123742,movie,west coast,benjamin weill,"devi couzigou, mathis crusson, victor le blond, sullivan loyez, pierre-françois martin-laval, hugo chalan-marchio",france,"2016-10-28",2016,tv-ma,"81 min","comedies, dramas, international movies",four small-town french teens who style themselves after american rappers set out to avenge a classroom insult and end up on a mind-blowing adventure.,81.0
81197399,tv show,"wait, my youth","","zhao yiqin, li jiaqi, li geyang, xu mengyuan, wu shuangyi, dong yanlei, vincent wei","","2019-10-27",2019,tv-pg,"1 Season","international tv shows, romantic tv shows, teen tv shows","six hopeful friends journey into adulthood to create the moments that pull them together, draw them apart and make them fall in love.",480.0
81000863,movie,"14 cameras","scott hussion, seth fuller","neville archambault, amber midthunder, brytnee ratledge, hank rogerson, chelsea edmundson, john-paul howard, lora martinez-cunningham, brianne moncrief",united states,"2018-10-27",2018,tv-ma,"89 min","horror movies, thrillers","upping the “13 cameras” ante, this sequel finds a family renting a vacation house that’s been customized to violate their privacy.",89.0
70082255,movie,dragon tiger gate,wilson yip,"donnie yen, nicholas tse, shawn yue, dong jie, li xiaoran, yuen wah, chen kuan tai, xing yu, vincent sze, tommy yuen","hong kong, china","2018-10-27",2006,tv-ma,"94 min","action & adventure, international movies",dragon and his fellow students at dragon tiger gate martial arts school team up to battle the ferocious villain shibumi.,94.0
80117454,movie,joan didion: the center will not hold,griffin dunne,joan didion,united states,"2017-10-27",2017,tv-14,"98 min",documentaries,"literary icon joan didion reflects on her remarkable career and personal struggles in this intimate documentary directed by her nephew, griffin dunne.",98.0
80095197,movie,"7 años",roger gual,"paco león, juana acosta, juan pablo raba, alex brendemühl, manuel morón",spain,"2016-10-27",2016,tv-ma,"77 min","dramas, international movies",loyalties are tested and cruelties revealed when four business partners spend a tense evening debating who will pay for the crime they committed.,77.0
80045783,movie,manson family vacation,j. davis,"jay duplass, linas phillips, leonora pitts, adam chernick, davie-blue, suzanne ford, tobin bell",united states,"2015-10-27",2015,nr,"85 min","comedies, dramas, independent movies","the pleasant family life of an l.a. attorney is disrupted by the sudden arrival of his brother, who is obsessed with the charles manson murders.",85.0
81185502,tv show,a little thing called first love,"","lai kuan-lin, zhao jinmai, wang runze, chai wei, wang bowen",china,"2019-10-26",2019,tv-g,"1 Season","international tv shows, romantic tv shows, teen tv shows",a shy college student with a knack for drawing develops a crush on a musically gifted classmate and embarks on a journey of self-discovery.,480.0
81123469,movie,the last whistle,rob smat,"brad leland, jim o'heir, deanne lauvin, les miles, eric nelsen, fred tolliver jr, tyler perez, sainty nelsen",united states,"2019-10-26",2019,pg,"88 min","dramas, sports movies","after a star player dies during football practice, his coach’s career and reputation are on the line as he refuses to quit his win-at-all-costs style.",88.0
80211622,movie,been so long,tinge krishnan,"michaela coel, arinzé kene, george mackay, ashley thomas, joe dempsie, ronke adekoluejo, luke norris, mya lewis","","2018-10-26",2018,tv-ma,"100 min","dramas, international movies, music & musicals",a single mother in london's camden town hears music when she meets a handsome stranger with a past. but she's not sure she's ready to open her heart.,100.0
80990221,movie,dovlatov,aleksey german,"milan maric, danila kozlovsky, helena sujecka, artur beschastny, anton shagin, svetlana khodchenkova, elena lyadova, piotr gasowski, eva gerr, hanna sleszynska","russia, poland, serbia","2018-10-26",2018,pg-13,"126 min","dramas, international movies","over six days in 1971, brilliant writer sergei dovlatov encounters maddening barriers to publishing his work under the repressive soviet regime.",126.0
80202352,movie,incoming,eric zaragosa,"scott adkins, aaron mccusker, vahldin prelic, lukas loughran, michelle lehane, alaa seif, milan kovacevic, arkie reece, vladimir alenikov, dominic power","serbia, united states","2018-10-26",2019,tv-ma,"89 min","action & adventure, sci-fi & fantasy","when an imprisoned terrorist cell hijacks a high-security prison in outer space, a cia agent becomes the one chance of stopping them.",89.0
80235268,movie,jefe,sergio barrejón,"luis callejo, juana acosta, carlo d'ursi, josean bengoetxea, bárbara santa-cruz, maica barroso, adam jezierski, sergio quintana","spain, portugal","2018-10-26",2018,tv-ma,"90 min","comedies, dramas, international movies","a rude, self-centered businessman seems to be on the brink of losing everything until a night janitor at his office helps him find redemption.",90.0
80992500,movie,santo cachón,"","",colombia,"2018-10-26",2018,tv-14,"87 min","comedies, international movies, romantic movies",a man whose wife is repeatedly cheating on him turns to his friends for support in this wacky comedy.,87.0
80241061,movie,shirkers,sandi tan,"","united states, united kingdom","2018-10-26",2018,tv-14,"97 min",documentaries,"in 1992, sandi tan and her friends shot a quirky film on the streets of singapore. then the footage disappeared, sending her on a hunt for answers.",97.0
80185048,tv show,terrorism close calls,"","","united states, czech republic","2018-10-26",2018,tv-ma,"1 Season","crime tv shows, docuseries, international tv shows",law enforcement officials look back on attempted terrorist attacks that were thwarted in the nick of time.,480.0
81025088,movie,w/o ram,vijay yelakanti,"lakshmi manchu, aadarsh balakrishna, priyadarshi pullikonda, samrat reddy, shrikanth iyyangar, shrusti dange",india,"2018-10-26",2018,tv-ma,"115 min","dramas, international movies, thrillers","frustrated with the stalled investigation into her husband's murder, a woman searches for the killer on her own, putting herself in grave danger.",115.0
80173479,movie,strange weather,katherine dieckmann,"holly hunter, carrie coon, kim coates, shane jacobsen, andrene ward-hammond, allene quincy, glenne headly",united states,"2017-10-26",2016,r,"91 min","dramas, independent movies","a grieving mother takes a road trip with her friend to confront the man who, she believes, stole her late son's business idea to get rich.",91.0
80081372,movie,a tale of love and darkness,natalie portman,"natalie portman, gilad kahana, amir tessler, moni moshonov, ohad knoller, makram khoury, neta riskin, alexander peleg, rotem keinan, tomer kapon","israel, united states","2019-10-25",2015,pg-13,"98 min","dramas, international movies","based on the memoirs of author amos oz, this poetic drama shares his family's tale of suffering and survival in the early years of independent israel.",98.0
81136744,movie,assimilate,john murlowski,"joel courtney, calum worthy, andi matichak, katherine mcnamara, cam gigandet, mason mcnulty, terry dale parks, vito viscuso, jennifer pierce mathus, kevin remington",united states,"2019-10-25",2019,tv-14,"94 min","horror movies, sci-fi & fantasy, thrillers",a group of friends making a web series about their hometown realize it isn’t as boring as they thought when their neighbors start behaving strangely.,94.0
80221210,tv show,brotherhood,"","naruna costa, seu jorge, hermila guedes, lee taylor, danilo grangheia, wesley guimarães, pedro wagner",brazil,"2019-10-25",2019,tv-ma,"1 Season","crime tv shows, international tv shows, tv dramas","an honest lawyer reaches a moral crossroads after the cops force her to inform on her incarcerated brother, the leader of a rising criminal faction.",480.0
81132444,movie,consequences ,ozan açıktan,"nehir erdoğan, tardu flordun, ilker kaleli, serkan keskin, esra bezen bilgin, aytaç uşun, cem özeren, caner arçkan",turkey,"2019-10-25",2014,tv-ma,"106 min","dramas, international movies, thrillers",secrets bubble to the surface after a sensual encounter and an unforeseen crime entangle two friends and a woman caught between them.,106.0
80182014,movie,dolemite is my name,craig brewer,"eddie murphy, wesley snipes, keegan-michael key, mike epps, craig robinson, tituss burgess, da'vine joy randolph, kodi smit-mcphee",united states,"2019-10-25",2019,r,"118 min","comedies, dramas","in 1970s la, struggling comedian rudy ray moore hits it big with his raunchy alter ego, dolemite, then risks it all to take his act to the big screen.",118.0
81010786,tv show,drug squad: costa del sol,"","hugo silva, álvaro cervantes, miki esparbé, jesús castro, sara sálamo, jorge usón, cayetana cabezas, pablo béjar, marco cáceres, olivia delcán, jorge suquet, daniel holguín, joaquín galletero, carolina yuste, ana fernández",spain,"2019-10-25",2019,tv-ma,"1 Season","crime tv shows, international tv shows, spanish-language tv shows",four intrepid and impulsive police officers form a special narcotics unit to combat the birth of drug trafficking on spain's costa del sol in the 1970s.,480.0
81078456,movie,it takes a lunatic,billy lyons,"","united states, united kingdom, germany","2019-10-25",2019,tv-ma,"127 min",documentaries,"the extraordinary life of beloved acting teacher and theatre producer wynn handman is recalled in this portrait of a provocative, innovative artist.",127.0
81105406,tv show,monzón: a knockout blow,"","jorge román, mauricio paniagua, carla quevedo, paloma ker, soledad silveyra, diego cremonesi, florencia raggi, gustavo garzón, yayo guridi, fabián arenillas, nacho gadano, belén chavanne",argentina,"2019-10-25",2018,tv-ma,"1 Season","crime tv shows, international tv shows, spanish-language tv shows","this dramatization tells the story of argentine boxing champion carlos monzón, as well as the investigation into the death of his wife alicia muñiz.",480.0
81121023,movie,my next guest with david letterman and shah rukh khan,michael steed,"shah rukh khan, david letterman","","2019-10-25",2019,tv-pg,"61 min",international movies,"""king of bollywood"" shah rukh khan opens up about his rise to fame, his family and his billions of fans as he and dave meet up in mumbai and new york.",61.0
81061828,tv show,nailed it! france,"","artus, noémie honiat",france,"2019-10-25",2019,tv-14,"1 Season","international tv shows, reality tv","on this fun and funny competition show, home bakers talented in catastrophe struggle to re-create dessert masterpieces and win a 5,000 euro prize.",480.0
81062582,tv show,nailed it! spain,"","la terremoto de alcorcón, christian escribà",spain,"2019-10-25",2019,tv-pg,"1 Season","international tv shows, reality tv, spanish-language tv shows","on this competition show, novice bakers try to avoid a fiasco while duplicating stunning sweets. at stake are a trophy and 5,000 euros.",480.0
81017316,tv show,prank encounters,"",gaten matarazzo,united states,"2019-10-25",2019,tv-ma,"1 Season","reality tv, tv comedies, tv horror",monstrous frights meet hilarious reveals on this hidden-camera prank show as real people become the stars of their own full-blown horror movie.,480.0
81018455,movie,rattlesnake,zak hilditch,"carmen ejogo, theo rossi, emma greenwell, apollonia pratt, debrianna mansini, bruce davis",united states,"2019-10-25",2019,tv-ma,"86 min","horror movies, independent movies, thrillers","after a mysterious woman saves her daughter from a deadly snakebite, a single mother must repay the debt by killing a stranger before sundown.",86.0
